source,figure_ref,page,caption
SRREN_Full_Report-1.pdf,Figure 10.18 ,837,"Figure 10.18 | Regional breakdown of possible energy demand and RE potential deployment for the selected set of four scenarios in 2050 (direct equivalent). Sources: IEA-WEO2009-
Baseline (IEA, 2009; Teske et al., 2010), ReMIND-RECIPE (Luderer et al., 2009), MiniCAM-EMF22 (Calvin et al., 2009), ER-2010 (Teske et al., 2010). For comparison, total primary 
energy demand in 2007 is given (IEA, 2009).
"
SRREN_Full_Report-1.pdf,Figure 10.20 ,841,"Figure 10.20 | Expected range of annual global CO2 savings from RE for the four illustrative scenarios for 2030 and 2050. Biofuels for transport are excluded, and biomass used for 
direct heating only accounts for half the CO2 savings due to imbedded GHG emissions from bioenergy. The presented range marks the high uncertainties regarding the substituted 
energy source: While the upper limit assumes full substitution of high-carbon fossil fuels, the lower limit considers speciﬁ c CO2 emissions of the analyzed scenario itself. Sources: IEA-
WEO2009-Baseline (IEA, 2009; Teske et al., 2010), ReMIND-RECIPE (Luderer et al., 2009), MiniCAM-EMF22 (Calvin et al., 2009), ER-2010 (Teske et al., 2010).For comparison, global 
CO2 emissions in 2008 are given (IEA 2010d).
"
SRREN_Full_Report-1.pdf,Figure 10.19 ,841,"Figure 10.19 | (Preceding pages) Overview of the relation between the primary energy contribution of RE (direct equivalent) and the corresponding technical potential for different 
technologies and regions for 2050 for the selected set of four scenarios. Due to differences in regional aggregation not all models provide data for all regions. 
"
SRREN_Full_Report-1.pdf,Figure 10.20 ,841,"Figure 10.20 shows the resulting annual CO2 reduction potential by 
RE source for all scenarios for 2030 and 2050. The black line at 2.9 Gt 
CO2 /yr identiﬁ es 10% of the global energy-related CO2 emissions; the 
red line here indicates 33% of total energy-related CO2 emissions (base 
year for both lines is 2008). 
"
SRREN_Full_Report-1.pdf,Figure 10.21 ,842,"Figure 10.21 | Range of annual global CO2 savings from RE in total for a set of four illustrative scenarios for 2030 and 2050 (Note: biofuels for transport are excluded, and biomass 
used for direct heating only accounts for half the CO2 savings due to embedded GHG emissions from bioenergy). (The presented range marks the high uncertainties regarding the 
substituted energy source: while the upper limit assumes a full substitution of high-carbon fossil fuels, the lower limit considers speciﬁ c CO2 emissions of the analyzed scenario itself.) 
Sources: IEA-WEO2009-Baseline (IEA, 2009; Teske et al., 2010), ReMIND-RECIPE (Luderer et al., 2009), MiniCAM-EMF22 (Calvin et al., 2009), ER-2010 (Teske et al., 2010).
"
SRREN_Full_Report-1.pdf,Figure 10.22 ,843,"Figure 10.22 | Expected range of global cumulative CO2 savings up to 2020, 2030 and 2050. The presented range marks the high uncertainties regarding the substituted conventional 
energy source: while the upper limit assumes a full substitution of high-carbon fossil fuels, the lower limit considers speciﬁ c CO2 emissions of the analyzed scenario itself. Sources: 
IEA-WEO2009-Baseline (IEA, 2009; Teske et al., 2010), ReMIND-RECIPE (Luderer et al., 2009), MiniCAM-EMF22 (Calvin et al., 2009), ER-2010 (Teske et al., 2010).
"
SRREN_Full_Report-1.pdf,Figure 10.23 ,850,"Figure 10.23 | Global average cost-supply curve for the production of bioenergy plants on the two land categories ‘abandoned land’ (agricultural land not required for food) and ‘rest 
land’ in 2050. The curves are generated based on IMAGE 2.2 modelling of four SRES scenarios. The cost supply curve for abandoned agricultural land in 2000 (SRES B1 scenario) is 
also shown. Source: Hoogwijk et al. (2009). The scenarios A1, A2, B1 and B2 correspond to the storylines developed for the IPCC Special Report on Emission Scenarios (IPCC, 2000).
"
SRREN_Full_Report-1.pdf,Figure 10.25 ,851,"Figure 10.25 | Resource supply cost curve for PV for four IPCC SRES (IPCC, 2000) sce-
narios in 2050. The ﬁ gure also shows the USD 0.1/kWh (USD 0.03/MJ) line used in the 
paper as the cut-off cost in determining the economic potential (de Vries et al., 2007).
"
SRREN_Full_Report-1.pdf,Figure 10.24 ,851,"Figure 10.24 | The global technical potential for electricity from biomass in 2000 and in 
four IPCC SRES (IPCC, 2000) scenarios for 2050 for four production categories (de Vries 
et al., 2007).
"
SRREN_Full_Report-1.pdf,Figure 10.26 ,852,"Figure 10.26 | Global, regional and country cost-supply curves for wind energy (USD/kWh versus PWh/yr) (Hoogwijk et al., 2004).
"
SRREN_Full_Report-1.pdf,Figure 10.27 ,853,"Figure 10.27 | Technical potential for offshore wind energy generation at different water depths in 2030 for Europe (EEA, 2009).
"
SRREN_Full_Report-1.pdf,Figure 10.28 ,855,"Figure 10.28 | Range in recent levelized cost of energy for selected commercially available RE technologies in comparison to recent non-renewable energy costs. Technology 
subcategories and discount rates were aggregated for this ﬁ gure. For related ﬁ gures with less or no such aggregation, see Annex III. Additional information concerning the cost of 
non-renewable energy supply options is given below.
"
SRREN_Full_Report-1.pdf,Figure 10.29 ,856,"Figure 10.29 | Levelized cost of electricity for commercially available RE technologies at 3, 7 and 10% discount rates. The levelized cost estimates for all technologies are based 
on input data summarized in Annex III and the methodology outlined in Annex II. The lower bound of the levelized cost range is based on the low ends of the ranges of investment, 
operations and maintenance (O&M), and (if applicable) feedstock cost and the high ends of the ranges of capacity factors and lifetimes as well as (if applicable) the high ends of the 
ranges of conversion efﬁ ciencies and by-product revenue. The higher bound of the levelized cost range is accordingly based on the high end of the ranges of investment, O&M and (if 
applicable) feedstock costs and the low end of the ranges of capacity factors and lifetimes as well as (if applicable) the low ends of the ranges of conversion efﬁ ciencies and by-product 
revenue. Note that conversion efﬁ ciencies, by-product revenue and lifetimes were in some cases set to standard or average values. For data and supplementary information see Annex 
III. (CHP: combined heat and power; ORC: organic Rankine cycle, ICE: internal combustion engine).
"
SRREN_Full_Report-1.pdf,Figure 10.30 ,857,"Figure 10.30 | Levelized cost of heat (LCOH) for commercially available RE technologies at 3, 7 and 10% discount rates. The LCOH estimates for all technologies are based on input 
data summarized in Annex III and the methodology outlined in Annex II. The lower bound of the levelized cost range is based on the low ends of the ranges of investment, operations 
and maintenance (O&M), and (if applicable) feedstock cost and the high ends of the ranges of capacity factors and lifetimes as well as (if applicable) the high ends of the ranges of 
conversion efﬁ ciencies and by-product revenue. The higher bound of the levelized cost range is accordingly based on the high end of the ranges of investment, O&M and (if applicable) 
feedstock costs and the low end of the ranges of capacity factors and lifetimes as well as (if applicable) the low ends of the ranges of conversion efﬁ ciencies and by-product revenue. 
Note that capacity factors and lifetimes were in some cases set to standard or average values. For data and supplementary information see Annex III. (MSW: municipal solid waste; 
DHW: domestic hot water).
"
SRREN_Full_Report-1.pdf,Figure 10.31 ,858,"Figure 10.31 | Levelized cost of fuels (LCOF) for commercially available biomass conversion technologies at 3, 7 and 10% discount rates. LCOF estimates for all technologies are based 
on input data summarized in Annex III and the methodology outlined in Annex II. The lower bound of the levelized cost range is based on the low ends of the ranges of investment, 
operations and maintenance (O&M) and feedstock costs. The higher bound of the levelized cost range is accordingly based on the high end of the ranges of investment, O&M and 
feedstock costs. Note that conversion efﬁ ciencies, by-product revenue, capacity factors and lifetimes were set to average values. For data and supplementary information see Annex 
III. (HHV: higher heating value).
"
SRREN_Full_Report-1.pdf,Figure 10.32 ,859,"Figure 10.32 | Illustrative experience curve for wind turbines. Source: Nemet (2009).
"
SRREN_Full_Report-1.pdf,Figure 10.33 ,861,"Figure 10.33 | Schematic representation of experience curves, deployment costs and 
learning investments (modiﬁ ed version of the diagram depicted in IEA, 2008b, p. 204).
"
SRREN_Full_Report-1.pdf,Figure 10.35 ,863,"Figure 10.35 depicts the historic RD&D support for RE research in rela-
tion to other technologies. Note that for fossil and nuclear technologies, 
the large-scale government support in the early stages of their respec-
tive innovation chain (i.e., well before the 1970s) is not shown. 
"
SRREN_Full_Report-1.pdf,Figure 10.35 ,864,"Figure 10.35 | Government budgets on energy RD&D of IEA countries (left panel) and technology shares of government energy RD&D expenditures in IEA countries (right panel) (IEA, 
2008b, pp. 172-173, updated with data from IEA, 2010g).
"
SRREN_Full_Report-1.pdf,Figure 10.36 ,867,"Figure 10.36 shows the large uncertainty ranges of two dominant 
external cost components, namely climate- and health-related external 
costs. As one example, a recent extensive study made for the condi-
tions in the USA (Committee on Health, 2010) arrived at almost similar 
"
SRREN_Full_Report-1.pdf,Figure 10.36 ,868,"Figure 10.36 | Illustration of external costs due to the life-cycle of electricity production based on RE and fossil energy. The blue lines indicate the range of the external cost due to 
climate change and the red lines indicate the range of the external costs due to air pollutant health effects. External costs due to climate change mainly dominate in fossil energy if 
not equipped with carbon capture and storage (CCS). Comb.C: Combined Cycle; Postcom: Post-Combustion; η: efﬁ ciency factor. The results are based on four studies having different 
assumptions: (A) Committee on Health (2010): Existing power plants in the USA, SCC central estimate USD 30/t CO2, range from USD 10 to 100/t CO2, assumed value of statistical 
life USD 6 million; (B) Krewitt and Schlomann (2006): Central European conditions, SCC central estimate USD 90/t CO2 and range from USD 17 to 350/t CO2; (C) Results from the 
NEEDS project (Preiss, 2009; Ricci, 2010): Central European conditions in 2025, value of life year about USD 50,000, SCC range for the considered case is from USD 40 to 65/t CO2; 
(D) As biomass case of (C) but particulate emissions reduced by electrostatic precipitators (ESP) (estimated on the basis of Sippula et al. (2009)) and the external costs presented per 
fuel energy. The uncertainty for the external costs of health impacts is assumed to be a factor of three (based on Preiss (2009); Krewitt and Schlomann (2006); and Krewitt (2002)). 
"
