image_id,source,caption,image_path
1245,2007 The Physical Science Basis.pdf,"Figure 5.12. Changes in oxygen concentration (μmol kg–1) along two sections in the North Pacifi c (see map, bottom panel). Top left panel: Difference (1999 minus 1985)
along 47°N. Top right panel: Difference (1997 minus 1984) at 152°W. Blue colours indicate a decrease and yellow colours indicate an increase in oxygen over time. The differences were calculated using density as the vertical coordinate. After Deutsch et al. (2005).",./images/1245.png
1246,WGI_TAR_full_report.pdf,"Figure 11.7: Time-series of relative sea level for the past 300 years from Northern Europe: Amsterdam, Netherlands; Brest, France; Sheerness,
UK; Stockholm, Sweden (detrended over the period 1774 to 1873 to remove to first order the contribution of postglacial rebound);
Swinoujscie, Poland (formerly Swinemunde, Germany); and Liverpool, UK. Data for the latter are of 'Adjusted Mean High Water' rather than
Mean Sea Level and include a nodal (18.6 year) term. The scale bar indicates +-100 mm. (Adapted from Woodworth, 1999a.)",./images/1246.png
1248,ar4_wg3_full_report-1.pdf,"Figure 10.8: Global CH4 emissions from landfills in baseline scenario compared 
to the following mitigation scenarios: increased incineration, CDM ending by 2012 
(end of the first Kyoto commitment period), increased recycling, and high landfill CH4 
recovery rates including continuation of CDM after 2012 (Monni et al., 2006). The 
emission reductions estimated in the mitigation scenarios are largely additional to 
2050. This figure also includes the US EPA (2006) baseline scenario for landfill CH4 
emissions from Delhotal et al. (2006).",./images/1248.png
1249,Fourth National Climate Assessment  Volume I.pdf,"Figure 12.4: (a) Global mean sea level (GMSL) rise from 1800 to 2100, based on Figure 12.2b from 1800 to 2015, the 
six Interagency71 GMSL scenarios (navy blue, royal blue, cyan, green, orange, and red curves), the very likely ranges 
in 2100 for different RCPs (colored boxes), and lines augmenting the very likely ranges by the difference between the 
median Antarctic contribution of Kopp et al.76 and the various median Antarctic projections of DeConto and Pollard.77 
(b) Relative sea level (RSL) rise (feet) in 2100 projected for the Interagency Intermediate Scenario (1-meter [3.3 feet] 
GMSL rise by 2100) (Figure source: Sweet et al. 201771).",./images/1249.png
1251,Fourth National Climate Assessment  Volume I.pdf,"Figure 7.8: Projected change (percentage change relative to the 1976-2005 reference period average) in the number 
of daily zero ('No-Precip') and non-zero precipitation days (by percentile bins) for late-21st century under a higher 
scenario (RCP8.5). The precipitation percentile bin thresholds are based on daily non-zero precipitation amounts from 
the 1976-2005 reference period that have been ranked from low to high. These results are calculated from the LOCA 
downscaled data. (Figure source: CICS-NC and NOAA NCEI).",./images/1251.png
1256,WGI_TAR_full_report.pdf,"Figure 2.14: Monthly Arctic sea-ice extent anomalies, 1973 to 2000,
relative to 1973 to 1996. The data are a blend of updated Walsh (Walsh,
1978), Goddard Space Flight Center satellite passive microwave
(Scanning Multichannel Microwave Radiometer (SMMR) and Special
Sensor Microwave/Imager (SSM/I)) derived data (Cavalieri et al.,
1997) and National Centers for Environmental Prediction satellite
passive microwave derived data (Grumbine, 1996). Updated digitised
ice data for the Great Lakes are also included (Assel, 1983).",./images/1256.png
1259,ABCE_Kenya_finalreport_Jan2015.pdf,"Figure 22 Levels of medical expenses incurred by patients not seeking HIV services, by platform 
ownership, 2012 ",./images/1259.png
1261,2007 The Physical Science Basis.pdf,"Figure 8.14. Comparison of GCM climate feedback parameters for water vapour 
(WV), cloud (C), surface albedo (A), lapse rate (LR) and the combined water vapour 
plus lapse rate (WV + LR) in units of W m-2 degC-1. 'ALL' represents the sum of all feed-
backs. Results are taken from Colman (2003a; blue, black), Soden and Held (2006; 
red) and Winton (2006a; green). Closed blue and open black symbols from Colman 
(2003a) represent calculations determined using the partial radiative perturbation 
(PRP) and the radiative-convective method (RCM) approaches respectively. Crosses 
represent the water vapour feedback computed for each model from Soden and Held 
(2006) assuming no change in relative humidity. Vertical bars depict the estimated 
uncertainty in the calculation of the feedbacks from Soden and Held (2006).",./images/1261.png
1265,ABCE_Ghana_finalreport_Jan2015.pdf,"Figure 28 Range of efficiency scores, by platform, 2007-2011",./images/1265.png
1266,Climate Change 2001 Synthesis Report.pdf,"Figure 6-1: Stabilizing CO2 concentrations would require substantial reductions of emissions below
current levels and would slow the rate of warming.
a)",./images/1266.png
1271,WGIIAR5-PartA_FINAL.pdf,"Figure 7-8 | Simulated yield benefit from adaptation calculated as the difference
between the yield change from baseline (%) for paired non-adapted and adapted
cases as affected by temperature and aggregated across all crops. The shaded bands
at the 95% confidence interval are calculated as for Figure 7-4. Data points (N = 31)
where assessed benefit of management changes are negative are not included as
farmers are unlikely to intentionally adopt these. Data sources are the same as for
Table 7-2 and only studies that examine both a “no adaptation” and an “adaptation”
scenario are used so as to avoid the issues arising from unpaired studies documented
in Figure 7-4 for tropical maize.",./images/1271.png
1273,2007 The Physical Science Basis.pdf,"Figure 5.14. Variations in global mean sea level (difference to the mean 1993 to 
mid-2001) computed from satellite altimetry from January 1993 to October 2005, 
averaged over 65degS to 65degN. Dots are 10-day estimates (from the TOPEX/Posei-
don satellite in red and from the Jason satellite in green). The blue solid curve 
corresponds to 60-day smoothing. Updated from Cazenave and Nerem (2004) and 
Leuliette et al. (2004). ",./images/1273.png
1277,SRREN_Full_Report-1.pdf,"Figure 7.24 | Global primary energy supply of wind energy in long-term scenarios 
(median, 25th to 75th percentile range, and full range of scenario results; colour coding is 
based on categories of atmospheric CO2 concentration level in 2100; the specifi c number 
of scenarios underlying the fi gure is indicated in the right upper corner) (adapted from 
Krey and Clarke, 2011; see also Chapter 10).",./images/1277.png
1278,2007 The Physical Science Basis.pdf,"Figure 5.17. Overlapping 10-year rates of global sea level change from tide gauge
data sets (Holgate and Woodworth, 2004, in solid black; Church and White, 2006, in
dashed black) and satellite altimetry (updated from Cazenave and Nerem, 2004, in
green), and contributions to global sea level change from thermal expansion (Ishii et
al., 2006, in solid red; Antonov et al., 2005, in dashed red) and climate-driven land
water storage (Ngo-Duc et al., 2005, in blue). Each rate is plotted against the middle
of its 10-year period.",./images/1278.png
1282,Climate Change 2007 - Synthesis Report.pdf,"Figure 2.4. Global average radiative forcing (RF) in 2005 (best estimates and 5 to 95% uncertainty ranges) with respect to 1750 for CO2, CH4, N2O and other
important agents and mechanisms, together with the typical geographical extent (spatial scale) of the forcing and the assessed level of scientific understand-
ing (LOSU). Aerosols from explosive volcanic eruptions contribute an additional episodic cooling term for a few years following an eruption. The range for
linear contrails does not include other possible effects of aviation on cloudiness. {WGI Figure SPM.2}",./images/1282.png
1284,2007 The Physical Science Basis.pdf,"Figure 6.9. Timing and intensity of maximum temperature deviation from pre-industrial levels, as a function of latitude (vertical axis) and time (horizontal axis, in thousands of 
years before present ). Temperatures above pre-industrial levels by 0.5degC to 2degC appear in orange (above 2degC in red). Temperatures below pre-industrial levels by 0.5degC to 2degC 
appear in blue. References for data sets are: Barents Sea (Duplessy et al., 2001), Greenland (Johnsen et al., 2001), Europe (Davis et al., 2003), northwest and northeast America 
(MacDonald et al., 2000; Kaufman et al., 2004), China (He et al., 2004), tropical oceans (Rimbu et al., 2004; Stott et al., 2004; Lorentz et al., 2006), north Atlantic (Marchal et al., 
2002; Kim et al., 2004), Tasmania (Xia et al., 2001), East Antarctica (Masson et al., 2000), southern Africa (Holmgren et al., 2003) and New Zealand (Williams et al., 2004).",./images/1284.png
1285,2007 The Physical Science Basis.pdf,"Figure 5.1. Time series of global annual ocean heat content (1022 J) for the 0 to 700 m layer. The black curve is updated from Levitus et al. (2005a), with the shading repre-
senting the 90% confi dence interval. The red and green curves are updates of the analyses by Ishii et al. (2006) and Willis et al. (2004, over 0 to 750 m) respectively, with the er-
ror bars denoting the 90% confi dence interval. The black and red curves denote the deviation from the 1961 to 1990 average and the shorter green curve denotes the deviation 
from the average of the black curve for the period 1993 to 2003. ",./images/1285.png
