semantic_level,sentence
4,"This doesn't necessarily mean that the 2008 unemployment rate for men didn't also increase in other countries, because the Worldwide average is an aggregated measure from multiple countries, which can confuse the reading."
3,"The female unemployment rate is consistently higher Worldwide than in the United States, and it remains steady across time, maybe increasing slightly."
3,"On the other hand, the male unemployment rate is higher in the United States, although it as decreases over time to almost being equal to female unemployment."
2,The unemployment rate for men is greater than the unemployment rate for women in the United States.
2,"Worldwide, there are more unemployed women than men."
2,From 1995 to 2001 there were more unemployed women than men in the US.
2,"In 2009, the United States exhibited the highest difference in unemployment rate between genders."
3,The Worldwide average of the difference in unemployment rates between genders is stable.
1,In this multi-line plot.
3,"Worldwide, the unemployment rate for women stayed relatively stable from 1990 to 2018."
3,"Meanwhile, in the United States, the male unemployment had very different stages depending on the year."
2,"For example, during the year 2000, there was the less male unemployment, while in 2009 the male unemployment reached his peak at -2.0%."
1,"A multi-line chart entitled “UK consumer price index inflation, annual” which shows the percent consumer price index inflation by year."
1,The percent inflation is plotted on the vertical y-axis from 0 to 6%.
1,The year is plotted on the horizontal x-axis from 2006 to 2015.
1,The purple line represents overall inflation.
1,"The blue line represents inflation excluding food, energy, alcohol, and tobacco."
3,"In years 2008-2009 and 2011-2012, overall inflation was huge with food, energy, alcohol and tobacco being the biggest influencers."
3,"This seems to be a general trend of all the years except in 2014-2015+ since the overall inflation went down but inflation excluding food, energy, alcohol and tobacco remained relatively consistent."
4,This could be due the nature of these goods being somewhat a necessity and habit forming that is harder to quit.
4,"Thus, inflation can remain relatively stable because people will still buy these goods because they are addicted to them, or need them in order to survive."
3,"The overall inflation was maximum in the year 2008-2009 then it gradually decreased, but again it increased to 5% in the year 2011-2012."
3,"Then till 2015, the total inflation rate has gradually decreased and a negative inflation rate has been observed after 2016."
3,"Excluding food, energy, alcohol, and tobacco the inflation trend is similar but at least 50% less than the overall inflation."
3,"Interestingly, in the year 2015-2016, the inflation overall rate drops below the rate that excludes food, energy, alcohol and tobacco."
2,The Overall inflation rate was its highest in 2008-2009 and 2012.
4,This could be due to the 2008-2009 global recession.
2,The Overall inflation rate reached its lowest point after 2015.
3,"The visualization suggests that most of the inflation rate is due to inflation in food, energy, alcohol and tobacco."
3,"However, this has been changing in recent years, when the Overall inflation rate drops below the rate that excludes food, energy, alcohol and tobacco."
3,"Overall, there was a large upwards spike in between the middle of 2007 and 2008 and the middle of 2008 and 2009."
3,"Overall, there was a large downwards spike in between the middle of 2008 and 2009 and the middle of 2009 and 2010."
3,Both the purple and blue lines have a general zig-zag shape.
3,"The purple line (Overall inflation) has larger spikes than the blue line (inflation rate excluding food, energy, alcohol, and tobacco)."
2,The peak of the purple line is a value a little above 5%.
2,The peak of the blue line is about 3.5%.
2,The lowest value of the purple line is a little below 0%.
2,The lowest value of the blue line is a little below 1%.
3,"The Overall inflation rate and the inflation rate excluding food, energy, alcohol, and tobacco have remained fairly consistent over time."
3,"However, the Overall rate greatly exceeds the excluded rate in 2008-2009, suggesting that the inflation for food, energy, alcohol, and tobacco increased significantly during these years."
2,The overall inflation reaches it's highest point at the end of both 2008 and 2011.
2,"The inflation excluding food, energy, alcohol and tobacco reaches it's highest point mid 2011."
2,The overall inflation reaches it's lowest point the year 2015.
2,"The inflation excluding food, energy, alcohol and tobacco reaches it's lowest point the year 2015."
3,"There is a clear correlation between both inflations: if one goes down, so does the other, and similarly if one goes up."
